Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
30,13,4,2,3,2,3,4,6,6,3,8,2,6,4,4
31,6,6,9,5,4,4,3,8,5,4,5,4,4,8,12
32,8,12,5,8,5,10,6,9,7,6,4,6,7,3,3
33,10,15,13,9,14,7,8,13,15,11,15,13,10,15,13
34,14,8,14,10,12,11,11,10,3,13,13,11,12,14,5
35,11,9,10,7,11,9,12,11,12,9,7,7,13,5,6
36,12,3,3,2,3,2,2,3,2,2,3,5,3,2,11
37,3,13,12,11,15,6,15,14,13,15,14,12,9,13,2
38,4,7,11,12,10,15,9,7,8,10,12,9,11,10,10
39,2,11,6,13,7,8,10,4,9,8,9,10,15,12,8
40,5,5,8,6,8,5,5,5,11,5,6,8,5,6,9
41,7,14,4,4,6,12,13,12,14,14,10,1,8,7,1
42,1,10,7,14,9,14,7,15,10,7,11,14,14,11,7
43,9,2,1,1,1,1,1,1,1,1,1,3,2,1,14
44,15,1,15,15,13,13,14,2,4,12,2,15,1,9,15
