Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
90,11,12,1,,6,14,15,13,15,15,12,15,7,7,14
91,,6,7,,9,7,11,11,11,14,15,8,13,13,15
92,10,5,8,,8,9,10,10,9,9,9,9,9,9,9
93,,10,2,,1,15,14,12,14,11,13,14,12,12,11
94,,15,4,,3,12,13,14,12,12,10,10,14,14,12
95,8,4,10,7,13,2,1,4,8,8,2,3,5,5,2
96,6,11,3,9,2,10,9,8,10,10,11,13,1,1,10
97,5,7,5,5,5,11,8,3,7,7,7,12,8,8,8
98,9,3,9,8,7,8,5,7,6,5,8,7,11,11,7
99,1,2,12,6,14,4,6,6,2,6,1,6,4,4,4
100,,8,6,,4,13,12,15,13,13,14,11,15,15,13
101,7,1,15,10,15,1,4,2,1,1,3,1,6,6,1
102,4,14,11,1,10,6,3,1,4,3,6,4,3,3,5
103,2,9,14,4,12,3,7,9,3,4,4,2,10,10,6
104,3,13,13,2,11,5,2,5,5,2,5,5,2,2,3
