Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
180,6,5,6,4,8,13,14,6,12,6,11,3,10,6,14
181,12,8,13,6,4,6,12,3,6,3,13,15,14,14,12
182,1,14,2,10,2,2,1,14,2,13,4,2,2,3,2
183,3,4,4,5,3,4,3,5,4,5,2,6,11,4,10
184,11,11,14,12,7,9,13,13,8,11,12,7,4,12,5
185,14,7,7,9,10,10,8,8,10,7,10,10,9,9,8
186,10,6,8,2,14,12,6,7,14,,8,12,8,10,7
187,13,2,15,7,9,14,10,2,7,2,14,,13,15,11
188,7,3,9,3,11,11,11,4,11,4,9,13,12,11,13
189,5,13,5,14,12,5,5,10,5,9,5,8,7,1,6
190,2,15,1,15,1,1,4,15,1,14,1,9,1,2,1
191,9,1,10,1,15,15,9,1,15,1,7,14,15,8,15
192,15,10,12,8,6,8,15,11,9,10,15,11,5,13,4
193,8,12,11,11,13,7,7,9,13,8,6,4,6,7,9
194,4,9,3,13,5,3,2,12,3,12,3,5,3,5,3
