Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
75,10,16,9,7,10,14,13,6,13,3,15,4,3,3,10
76,8,11,11,2,4,5,7,7,7,6,7,9,6,4,11
77,14,9,15,14,8,7,6,12,6,9,11,12,12,5,7
78,7,14,6,15,11,13,14,14,14,14,2,15,14,14,14
79,4,13,3,6,7,12,5,9,5,4,3,11,11,13,13
80,6,10,7,3,6,10,12,11,12,12,13,7,13,10,9
81,3,15,4,10,12,15,15,15,15,15,1,14,15,15,15
82,5,3,5,8,5,9,10,5,10,1,4,2,7,2,2
83,2,1,2,12,1,2,9,2,9,2,5,1,2,1,1
84,15,2,10,11,15,4,4,1,4,11,6,8,4,12,3
85,9,4,8,9,2,6,11,3,11,7,10,5,8,7,12
86,11,5,12,4,13,8,8,4,8,5,8,3,9,6,8
87,1,7,1,5,9,1,1,13,1,8,12,10,1,9,6
88,12,6,13,1,3,11,2,8,2,10,9,13,10,11,5
89,13,12,14,13,14,3,3,10,3,13,14,6,5,8,4
