Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
270,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
271,5,6,15,5,6,9,14,6,10,15,12,7,14,12,13
272,4,3,3,3,3,3,1,3,2,4,2,2,13,9,6
273,2,2,2,2,2,2,4,2,8,2,3,3,3,3,2
274,6,4,4,4,4,4,13,4,3,8,4,4,10,6,5
275,12,9,5,8,9,6,2,8,9,6,13,8,8,7,8
276,8,11,6,10,11,8,12,9,11,5,8,11,7,5,7
277,13,12,7,13,14,7,11,13,13,12,11,14,6,4,4
278,15,15,9,9,15,15,7,15,15,14,5,5,2,10,3
279,14,13,11,12,13,10,5,14,14,13,6,13,4,2,10
280,9,10,12,7,10,12,10,10,12,9,7,12,9,15,9
281,10,14,10,11,12,11,6,5,7,3,16,15,5,8,11
282,3,5,14,6,5,5,9,11,5,10,15,6,15,11,12
283,7,8,16,15,8,13,15,7,4,16,14,9,12,13,14
284,11,7,17,14,7,14,8,12,6,7,10,10,11,14,15
