Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
165,6,2,2,15,4,6,2,1,2,1,8,5,8,2,10
166,12,14,14,14,11,14,3,12,3,13,15,13,15,12,15
167,5,9,6,8,3,3,6,3,6,3,7,6,6,3,14
168,11,13,15,10,14,12,10,14,14,12,12,15,14,14,11
169,14,15,11,6,15,15,8,15,12,14,11,14,13,15,13
170,4,8,7,5,8,2,15,2,13,8,14,3,3,10,6
171,13,12,12,2,12,13,13,11,15,15,13,12,2,13,3
172,15,10,8,11,9,10,1,7,1,5,2,9,5,1,5
173,8,3,5,13,5,5,5,6,4,2,9,7,10,7,9
174,9,5,3,12,13,4,4,4,7,6,6,10,9,4,12
175,2,4,4,4,2,7,12,8,11,9,3,4,4,5,4
176,1,1,1,1,1,1,11,5,9,7,1,1,1,6,1
177,3,7,10,3,6,9,14,10,10,11,5,2,12,9,2
178,10,6,9,7,7,8,7,9,5,4,10,8,7,8,7
179,7,11,13,9,10,11,9,13,8,10,4,11,11,11,8
