Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
60,6,4,3,3,8,3,5,2,3,5,5,3,5,3,5
61,3,2,5,11,14,15,3,13,9,2,2,11,2,12,3
62,10,14,1,9,15,9,9,12,10,15,14,10,8,6,4
63,1,3,4,4,6,2,2,8,8,3,3,2,3,2,2
64,11,12,13,10,11,10,6,14,15,13,12,13,9,11,14
65,9,8,6,8,2,11,11,7,4,11,8,4,10,5,6
66,12,9,10,12,13,12,10,11,11,12,9,7,11,13,13
67,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
68,4,7,7,5,3,5,7,6,6,4,4,5,4,7,8
69,13,5,11,13,10,7,14,10,12,7,6,8,6,14,12
70,15,15,15,14,12,14,15,15,13,14,15,15,15,10,15
71,14,11,9,15,9,13,13,9,14,9,11,12,12,15,10
72,8,10,12,2,4,8,8,3,5,8,10,6,13,9,7
73,7,13,14,7,5,6,12,4,2,10,13,14,14,8,11
74,5,6,8,6,7,4,4,5,7,6,7,9,7,4,9
