Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
45,2,2,3,2,14,3,2,3,5,8,12,8,15,4,3
46,3,1,1,1,13,1,3,1,9,2,13,1,1,1,1
47,15,15,12,15,1,11,15,15,11,11,1,5,3,14,11
48,13,6,6,9,7,7,12,8,10,10,6,7,10,9,8
49,5,13,10,13,3,14,11,13,15,13,2,4,4,13,10
50,6,7,9,12,2,4,10,14,4,1,11,13,5,15,13
51,10,9,11,8,6,9,13,9,2,15,14,12,11,10,9
52,8,4,8,5,12,6,6,7,6,4,10,2,2,7,6
53,4,12,5,4,8,10,14,4,14,14,8,14,13,3,4
54,1,14,4,3,15,2,1,2,1,6,5,11,12,2,2
55,7,8,2,14,9,8,7,12,3,5,9,9,14,11,12
56,11,3,13,6,11,5,4,5,7,12,4,3,6,5,5
57,14,11,15,7,10,15,5,6,8,9,7,10,7,6,7
58,12,10,14,10,5,12,8,10,13,7,3,6,8,8,15
59,9,5,7,11,4,13,9,11,12,3,15,15,9,12,14
