Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
120,10,4,14,11,6,3,15,11,15,15,14,1,3,3,6
121,9,15,7,12,15,15,9,10,8,10,9,9,2,2,15
122,11,13,15,5,5,4,14,5,14,14,12,7,12,12,1
123,6,8,12,8,7,7,13,14,13,12,15,13,4,4,10
124,7,14,11,9,12,12,12,7,12,13,11,12,5,5,9
125,8,9,9,7,13,13,11,9,9,9,13,11,9,9,11
126,1,3,3,2,1,1,4,2,4,2,4,4,1,1,5
127,2,1,4,1,2,9,5,4,5,4,5,8,8,8,3
128,15,7,10,15,10,8,3,13,3,3,3,10,10,10,8
129,3,2,13,3,3,2,7,1,11,1,7,5,6,6,4
130,4,10,8,4,4,10,10,3,7,11,8,6,15,15,2
131,5,12,5,10,11,11,6,8,10,5,6,15,13,13,13
132,12,5,1,6,8,5,1,15,1,6,1,2,14,14,7
133,13,11,6,14,14,14,8,6,6,8,10,3,7,7,14
134,14,6,2,13,9,6,2,12,2,7,2,14,11,11,12
