Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
195,,14,15,15,15,14,14,13,15,14,14,15,15,14,14
196,13,11,9,13,11,10,11,14,14,11,10,5,11,15,11
197,5,5,3,5,5,3,4,5,6,7,5,6,7,9,5
198,4,4,8,4,4,4,5,11,8,2,4,13,8,13,4
199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,14,12,12,12,14,13,13,9,4,4,12,14,5,4,13
201,15,13,11,11,13,15,12,12,3,12,13,10,2,6,12
202,3,3,2,3,3,6,3,6,11,3,3,2,9,2,3
203,12,10,5,14,12,8,10,10,2,9,15,4,10,7,10
204,10,6,7,6,6,2,6,3,10,5,7,3,13,3,6
205,2,2,10,2,2,7,2,4,12,8,2,12,12,11,2
206,8,9,13,9,9,12,9,15,13,13,9,9,14,12,8
207,9,15,6,10,10,11,15,8,5,15,11,11,3,8,15
208,6,8,4,8,8,5,8,2,9,6,6,7,4,5,7
209,7,7,14,7,7,9,7,7,7,10,8,8,6,10,9
