Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
240,1,5,2,3,2,5,13,1,3,4,9,15,3,7,7
241,7,10,3,2,9,2,5,7,12,12,8,14,4,10,9
242,6,2,4,9,3,7,2,4,7,14,3,4,1,15,10
243,10,12,12,12,14,14,11,12,10,6,10,10,11,5,4
244,4,9,5,4,7,6,10,9,8,7,7,7,5,3,8
245,5,3,9,5,8,4,9,2,6,2,6,13,7,6,3
246,2,8,7,10,5,10,12,11,9,9,11,8,10,4,11
247,3,1,1,1,1,8,7,5,1,1,2,1,6,2,2
248,11,11,11,14,15,12,15,15,15,3,12,9,12,8,13
249,13,13,15,11,12,13,8,13,13,5,13,11,13,12,14
250,12,7,10,7,10,1,1,3,4,15,1,2,9,1,1
251,14,14,13,15,13,11,14,14,11,10,15,12,15,13,15
252,8,4,8,6,6,3,4,6,5,13,5,5,2,9,5
253,9,6,6,8,4,9,6,8,2,8,14,6,8,14,6
254,15,15,14,13,11,15,3,10,14,11,4,3,14,11,12
